ESTIMATE_SOURCE,PROGRAM,LOGISTICAL_AREA,PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR,LINK,Include (20),Include (15)
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,7,Kept,CHINOOK SALMON,124,411,101.50,Creel-2012-7-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,7,Released,CHINOOK SALMON,124,55,28.08,Creel-2012-7-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,7,Kept,CHINOOK SALMON,124,2938,334.36,Creel-2012-7-Area 20 (East),N,N
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,7,Released,CHINOOK SALMON,124,1325,342.38,Creel-2012-7-Area 20 (East),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,7,Kept,CHINOOK SALMON,124,1359,139.97,Creel-2012-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,7,Released,CHINOOK SALMON,124,262,56.31,Creel-2012-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,7,Kept,CHINOOK SALMON,124,18,16.95,Creel-2012-7-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-7-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,7,Kept,CHINOOK SALMON,124,58,26.79,Creel-2012-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,7,Released,CHINOOK SALMON,124,20,4.76,Creel-2012-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,7,Kept,CHINOOK SALMON,124,4280,515.33,Creel-2012-7-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,7,Released,CHINOOK SALMON,124,2833,595.10,Creel-2012-7-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,7,Kept,CHINOOK SALMON,124,707,215.57,Creel-2012-7-Area 24,Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,7,Released,CHINOOK SALMON,124,349,142.35,Creel-2012-7-Area 24,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,7,Kept,CHINOOK SALMON,124,5704,625.62,Creel-2012-7-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,7,Released,CHINOOK SALMON,124,4288,899.11,Creel-2012-7-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2012,7,Kept,CHINOOK SALMON,124,246,0.00,Log Estimate-2012-7-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2012,7,Released,CHINOOK SALMON,124,227,0.00,Log Estimate-2012-7-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2012,7,Kept,CHINOOK SALMON,124,751,132.21,Creel-2012-7-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2012,7,Released,CHINOOK SALMON,124,735,114.20,Creel-2012-7-Area 27,Y,Y
Creel,Georgia Strait,Howe Sound,Area 28,2012,7,Kept,CHINOOK SALMON,124,258,193.56,Creel-2012-7-Area 28,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2012,7,Released,CHINOOK SALMON,124,116,47.16,Creel-2012-7-Area 28,N,N
Creel,Georgia Strait,Vancouver,Area 29,2012,7,Kept,CHINOOK SALMON,124,46,26.42,Creel-2012-7-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2012,7,Released,CHINOOK SALMON,124,187,76.99,Creel-2012-7-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,7,Kept,CHINOOK SALMON,124,100,0.00,Historic Estimate-2012-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,7,Kept,CHINOOK SALMON,124,6100,0.00,Historic Estimate-2012-7-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-7-Area 2W,#N/A,#N/A
Creel,Prince Rupert,PFMA 3,Area 3,2012,7,Kept,CHINOOK SALMON,124,2850,297.71,Creel-2012-7-Area 3,#N/A,#N/A
Creel,Prince Rupert,PFMA 3,Area 3,2012,7,Released,CHINOOK SALMON,124,103,38.80,Creel-2012-7-Area 3,#N/A,#N/A
Creel,Prince Rupert,PFMA 4,Area 4,2012,7,Kept,CHINOOK SALMON,124,1111,139.82,Creel-2012-7-Area 4,#N/A,#N/A
Creel,Prince Rupert,PFMA 4,Area 4,2012,7,Released,CHINOOK SALMON,124,74,22.60,Creel-2012-7-Area 4,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2012,7,Kept,CHINOOK SALMON,124,895,0.00,Historic Estimate-2012-7-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2012,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-7-Area 6,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2012,8,Kept,CHINOOK SALMON,124,7300,0.00,Historic Estimate-2012-8-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2012,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-8-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2012,8,Kept,CHINOOK SALMON,124,528,133.67,Creel-2012-8-Area 11,Y,Y
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2012,8,Released,CHINOOK SALMON,124,222,76.32,Creel-2012-8-Area 11,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2012,8,Kept,CHINOOK SALMON,124,2270,309.97,Creel-2012-8-Area 12,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2012,8,Released,CHINOOK SALMON,124,2036,300.18,Creel-2012-8-Area 12,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2012,8,Kept,CHINOOK SALMON,124,3394,465.16,Creel-2012-8-Area 121,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2012,8,Released,CHINOOK SALMON,124,853,206.98,Creel-2012-8-Area 121,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2012,8,Kept,CHINOOK SALMON,124,7999,1181.38,Creel-2012-8-Area 123,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2012,8,Released,CHINOOK SALMON,124,8931,1750.05,Creel-2012-8-Area 123,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2012,8,Kept,CHINOOK SALMON,124,4022,858.02,Creel-2012-8-Area 124,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2012,8,Released,CHINOOK SALMON,124,4069,1323.76,Creel-2012-8-Area 124,N,N
Creel,Nootka Sound,Offshore Nootka,Area 125,2012,8,Kept,CHINOOK SALMON,124,3125,393.86,Creel-2012-8-Area 125,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2012,8,Released,CHINOOK SALMON,124,1816,634.02,Creel-2012-8-Area 125,Y,Y
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2012,8,Kept,CHINOOK SALMON,124,3167,0.00,Log Estimate-2012-8-Area 126,Y,Y
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2012,8,Released,CHINOOK SALMON,124,2528,0.00,Log Estimate-2012-8-Area 126,Y,Y
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2012,8,Kept,CHINOOK SALMON,124,3748,665.18,Creel-2012-8-Area 127,Y,Y
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2012,8,Released,CHINOOK SALMON,124,1408,236.86,Creel-2012-8-Area 127,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2012,8,Kept,CHINOOK SALMON,124,3668,681.19,Creel-2012-8-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2012,8,Released,CHINOOK SALMON,124,3934,1179.44,Creel-2012-8-Area 13,Y,Y
Creel,Georgia Strait,Comox,Area 14,2012,8,Kept,CHINOOK SALMON,124,932,151.01,Creel-2012-8-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2012,8,Released,CHINOOK SALMON,124,5670,1072.39,Creel-2012-8-Area 14,Y,Y
Creel,Georgia Strait,Nanaimo,Area 17,2012,8,Kept,CHINOOK SALMON,124,553,190.46,Creel-2012-8-Area 17,Y,Y
Creel,Georgia Strait,Nanaimo,Area 17,2012,8,Released,CHINOOK SALMON,124,6589,1739.89,Creel-2012-8-Area 17,Y,Y
Creel,Georgia Strait,Gulf Islands,Area 18,2012,8,Kept,CHINOOK SALMON,124,345,154.87,Creel-2012-8-Area 18,Y,Y
Creel,Georgia Strait,Gulf Islands,Area 18,2012,8,Released,CHINOOK SALMON,124,394,200.80,Creel-2012-8-Area 18,Y,Y
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2012,8,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-8-Area 19 (GS),Y,Y
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2012,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-8-Area 19 (GS),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,8,Kept,CHINOOK SALMON,124,794,107.67,Creel-2012-8-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,8,Released,CHINOOK SALMON,124,286,70.72,Creel-2012-8-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,8,Kept,CHINOOK SALMON,124,3585,355.18,Creel-2012-8-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,8,Released,CHINOOK SALMON,124,2510,480.77,Creel-2012-8-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,8,Kept,CHINOOK SALMON,124,4316,356.53,Creel-2012-8-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,8,Released,CHINOOK SALMON,124,515,98.36,Creel-2012-8-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,8,Kept,CHINOOK SALMON,124,31,26.28,Creel-2012-8-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-8-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,8,Kept,CHINOOK SALMON,124,7026,450.88,Creel-2012-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,8,Released,CHINOOK SALMON,124,206,58.57,Creel-2012-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,8,Kept,CHINOOK SALMON,124,4134,495.17,Creel-2012-8-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,8,Released,CHINOOK SALMON,124,596,159.12,Creel-2012-8-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,8,Kept,CHINOOK SALMON,124,82,39.14,Creel-2012-8-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,8,Released,CHINOOK SALMON,124,312,115.25,Creel-2012-8-Area 24,N,N
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,8,Kept,CHINOOK SALMON,124,5889,1273.65,Creel-2012-8-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,8,Released,CHINOOK SALMON,124,5539,1126.15,Creel-2012-8-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2012,8,Kept,CHINOOK SALMON,124,28,0.00,Log Estimate-2012-8-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2012,8,Released,CHINOOK SALMON,124,28,0.00,Log Estimate-2012-8-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2012,8,Kept,CHINOOK SALMON,124,694,110.95,Creel-2012-8-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2012,8,Released,CHINOOK SALMON,124,717,112.53,Creel-2012-8-Area 27,Y,Y
Creel,Georgia Strait,Howe Sound,Area 28,2012,8,Kept,CHINOOK SALMON,124,155,60.28,Creel-2012-8-Area 28,Y,Y
Creel,Georgia Strait,Howe Sound,Area 28,2012,8,Released,CHINOOK SALMON,124,982,487.93,Creel-2012-8-Area 28,Y,Y
Creel,Georgia Strait,Vancouver,Area 29,2012,8,Kept,CHINOOK SALMON,124,491,114.92,Creel-2012-8-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2012,8,Released,CHINOOK SALMON,124,3218,1185.07,Creel-2012-8-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,8,Kept,CHINOOK SALMON,124,100,0.00,Historic Estimate-2012-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,8,Kept,CHINOOK SALMON,124,5500,0.00,Historic Estimate-2012-8-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-8-Area 2W,#N/A,#N/A
Creel,Prince Rupert,PFMA 3,Area 3,2012,8,Kept,CHINOOK SALMON,124,228,37.15,Creel-2012-8-Area 3,#N/A,#N/A
Creel,Prince Rupert,PFMA 3,Area 3,2012,8,Released,CHINOOK SALMON,124,35,12.38,Creel-2012-8-Area 3,#N/A,#N/A
Creel,Prince Rupert,PFMA 4,Area 4,2012,8,Kept,CHINOOK SALMON,124,319,32.48,Creel-2012-8-Area 4,#N/A,#N/A
Creel,Prince Rupert,PFMA 4,Area 4,2012,8,Released,CHINOOK SALMON,124,20,5.96,Creel-2012-8-Area 4,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2012,8,Kept,CHINOOK SALMON,124,525,0.00,Historic Estimate-2012-8-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2012,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-8-Area 6,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2012,9,Kept,CHINOOK SALMON,124,550,0.00,Historic Estimate-2012-9-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2012,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-9-Area 1,#N/A,#N/A
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2012,9,Kept,CHINOOK SALMON,124,12,10.25,Creel-2012-9-Area 121,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2012,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 121,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2012,9,Kept,CHINOOK SALMON,124,857,174.27,Creel-2012-9-Area 123,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2012,9,Released,CHINOOK SALMON,124,747,348.97,Creel-2012-9-Area 123,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2012,9,Kept,CHINOOK SALMON,124,114,64.20,Creel-2012-9-Area 124,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2012,9,Released,CHINOOK SALMON,124,58,40.60,Creel-2012-9-Area 124,N,N
Creel,Nootka Sound,Offshore Nootka,Area 125,2012,9,Kept,CHINOOK SALMON,124,34,0.00,Creel-2012-9-Area 125,N,N
Creel,Nootka Sound,Offshore Nootka,Area 125,2012,9,Released,CHINOOK SALMON,124,4,0.00,Creel-2012-9-Area 125,N,N
Creel,Georgia Strait,Campbell River,Area 13,2012,9,Kept,CHINOOK SALMON,124,1111,331.40,Creel-2012-9-Area 13,N,N
Creel,Georgia Strait,Campbell River,Area 13,2012,9,Released,CHINOOK SALMON,124,3810,1554.36,Creel-2012-9-Area 13,N,N
Creel,Georgia Strait,Comox,Area 14,2012,9,Kept,CHINOOK SALMON,124,297,145.94,Creel-2012-9-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2012,9,Released,CHINOOK SALMON,124,3296,1422.25,Creel-2012-9-Area 14,Y,Y
Creel,Georgia Strait,Nanaimo,Area 17,2012,9,Kept,CHINOOK SALMON,124,8,6.81,Creel-2012-9-Area 17,N,N
Creel,Georgia Strait,Nanaimo,Area 17,2012,9,Released,CHINOOK SALMON,124,1136,332.33,Creel-2012-9-Area 17,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2012,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 18,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2012,9,Released,CHINOOK SALMON,124,137,61.64,Creel-2012-9-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2012,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2012,9,Released,CHINOOK SALMON,124,1,1.82,Creel-2012-9-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,9,Kept,CHINOOK SALMON,124,447,157.95,Creel-2012-9-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2012,9,Released,CHINOOK SALMON,124,679,209.87,Creel-2012-9-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,9,Kept,CHINOOK SALMON,124,1124,363.30,Creel-2012-9-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2012,9,Released,CHINOOK SALMON,124,638,204.81,Creel-2012-9-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,9,Kept,CHINOOK SALMON,124,700,74.87,Creel-2012-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2012,9,Released,CHINOOK SALMON,124,106,42.89,Creel-2012-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2012,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,9,Kept,CHINOOK SALMON,124,886,128.08,Creel-2012-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2012,9,Released,CHINOOK SALMON,124,16,14.74,Creel-2012-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,9,Kept,CHINOOK SALMON,124,435,184.27,Creel-2012-9-Area 23 (Barkley),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2012,9,Released,CHINOOK SALMON,124,259,127.16,Creel-2012-9-Area 23 (Barkley),N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2012,9,Released,CHINOOK SALMON,124,163,63.54,Creel-2012-9-Area 24,N,N
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 25,N,N
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2012,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2012-9-Area 25,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2012,9,Kept,CHINOOK SALMON,124,239,79.99,Creel-2012-9-Area 28,Y,Y
Creel,Georgia Strait,Howe Sound,Area 28,2012,9,Released,CHINOOK SALMON,124,310,101.32,Creel-2012-9-Area 28,Y,Y
Creel,Georgia Strait,Vancouver,Area 29,2012,9,Kept,CHINOOK SALMON,124,77,56.25,Creel-2012-9-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2012,9,Released,CHINOOK SALMON,124,391,157.67,Creel-2012-9-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,9,Kept,CHINOOK SALMON,124,50,0.00,Historic Estimate-2012-9-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2012,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-9-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,9,Kept,CHINOOK SALMON,124,400,0.00,Historic Estimate-2012-9-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2012,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2012-9-Area 2W,#N/A,#N/A
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,3,Kept,CHINOOK SALMON,124,0,0.00,Creel-2013-3-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,3,Released,CHINOOK SALMON,124,0,0.00,Creel-2013-3-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,3,Kept,CHINOOK SALMON,124,231,71.49,Creel-2013-3-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,3,Released,CHINOOK SALMON,124,170,97.23,Creel-2013-3-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,3,Kept,CHINOOK SALMON,124,72,24.31,Creel-2013-3-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,3,Released,CHINOOK SALMON,124,54,26.65,Creel-2013-3-Area 20 (East),Y,Y
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,4,Kept,CHINOOK SALMON,124,0,0.00,Creel-2013-4-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,4,Released,CHINOOK SALMON,124,0,0.00,Creel-2013-4-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,4,Kept,CHINOOK SALMON,124,60,32.42,Creel-2013-4-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,4,Released,CHINOOK SALMON,124,79,38.23,Creel-2013-4-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,4,Kept,CHINOOK SALMON,124,12,8.13,Creel-2013-4-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,4,Released,CHINOOK SALMON,124,29,18.90,Creel-2013-4-Area 20 (East),Y,Y
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2013,5,Kept,CHINOOK SALMON,124,500,0.00,Historic Estimate-2013-5-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2013,5,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2013-5-Area 1,#N/A,#N/A
In Fill,Georgia Strait,Campbell River,Area 13,2013,5,Kept,CHINOOK SALMON,124,206,0.00,In Fill-2013-5-Area 13,N,N
In Fill,Georgia Strait,Campbell River,Area 13,2013,5,Released,CHINOOK SALMON,124,37,0.00,In Fill-2013-5-Area 13,N,N
In Fill,Georgia Strait,Comox,Area 14,2013,5,Kept,CHINOOK SALMON,124,653,0.00,In Fill-2013-5-Area 14,N,N
In Fill,Georgia Strait,Comox,Area 14,2013,5,Released,CHINOOK SALMON,124,249,0.00,In Fill-2013-5-Area 14,N,N
In Fill,Georgia Strait,Powell River,Area 15,2013,5,Kept,CHINOOK SALMON,124,73,0.00,In Fill-2013-5-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2013,5,Released,CHINOOK SALMON,124,3,0.00,In Fill-2013-5-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2013,5,Kept,CHINOOK SALMON,124,85,0.00,In Fill-2013-5-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2013,5,Released,CHINOOK SALMON,124,7,0.00,In Fill-2013-5-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2013,5,Kept,CHINOOK SALMON,124,2869,0.00,In Fill-2013-5-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2013,5,Released,CHINOOK SALMON,124,4578,0.00,In Fill-2013-5-Area 17,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2013,5,Kept,CHINOOK SALMON,124,54,0.00,In Fill-2013-5-Area 18,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2013,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2013-5-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,5,Kept,CHINOOK SALMON,124,0,0.00,Creel-2013-5-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2013,5,Released,CHINOOK SALMON,124,0,0.00,Creel-2013-5-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,5,Kept,CHINOOK SALMON,124,252,56.57,Creel-2013-5-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2013,5,Released,CHINOOK SALMON,124,69,31.14,Creel-2013-5-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,5,Kept,CHINOOK SALMON,124,68,28.51,Creel-2013-5-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2013,5,Released,CHINOOK SALMON,124,31,21.96,Creel-2013-5-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2013,5,Kept,CHINOOK SALMON,124,35,30.52,Creel-2013-5-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2013,5,Released,CHINOOK SALMON,124,0,0.00,Creel-2013-5-Area 20 (West),N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2013,5,Kept,CHINOOK SALMON,124,153,0.00,In Fill-2013-5-Area 28,N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2013,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2013-5-Area 28,N,N
