PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR
Area 23 (Barkley),2020,9,Released,CHINOOK SALMON,124,510,130.76
Area 24,2020,9,Kept,CHINOOK SALMON,124,33,26.51
Area 24,2020,9,Released,CHINOOK SALMON,124,27,18.33
Area 28,2020,9,Kept,CHINOOK SALMON,124,325,157.14
Area 28,2020,9,Released,CHINOOK SALMON,124,291,173.38
Area 29,2020,9,Kept,CHINOOK SALMON,124,3042,1575.91
Area 29,2020,9,Released,CHINOOK SALMON,124,4937,2392.07
Area 13,2020,10,Kept,CHINOOK SALMON,124,0,0.00
Area 13,2020,10,Released,CHINOOK SALMON,124,138,73.53
Area 14,2020,10,Kept,CHINOOK SALMON,124,56,34.39
Area 14,2020,10,Released,CHINOOK SALMON,124,604,164.91
Area 19 (GS),2020,10,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2020,10,Released,CHINOOK SALMON,124,16,13.90
Area 19 (JDF),2020,10,Kept,CHINOOK SALMON,124,145,57.89
Area 19 (JDF),2020,10,Released,CHINOOK SALMON,124,437,187.58
Area 20 (East),2020,10,Kept,CHINOOK SALMON,124,313,104.65
Area 20 (East),2020,10,Released,CHINOOK SALMON,124,3328,1522.12
Area 20 (West),2020,10,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2020,10,Released,CHINOOK SALMON,124,0,0.00
Area 17,2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 17,2021,4,Released,CHINOOK SALMON,124,258,231.60
Area 18,2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2021,4,Released,CHINOOK SALMON,124,33,19.39
Area 19 (GS),2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,4,Released,CHINOOK SALMON,124,7,11.38
Area 19 (JDF),2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,4,Released,CHINOOK SALMON,124,163,83.34
Area 20 (East),2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (East),2021,4,Released,CHINOOK SALMON,124,0,0.00
Area 20 (West),2021,4,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2021,4,Released,CHINOOK SALMON,124,0,0.00
Area 13,2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 13,2021,5,Released,CHINOOK SALMON,124,204,119.49
Area 14,2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 14,2021,5,Released,CHINOOK SALMON,124,2705,954.91
Area 17,2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 17,2021,5,Released,CHINOOK SALMON,124,669,201.63
Area 18,2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2021,5,Released,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,5,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,5,Released,CHINOOK SALMON,124,498,203.14
Area 20 (East),2021,5,Kept,CHINOOK SALMON,124,7,8.03
Area 20 (East),2021,5,Released,CHINOOK SALMON,124,28,21.27
Area 20 (West),2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2021,5,Released,CHINOOK SALMON,124,0,0.00
Area 28,2021,5,Kept,CHINOOK SALMON,124,0,0.00
Area 28,2021,5,Released,CHINOOK SALMON,124,671,245.12
Area 29,2021,5,Kept,CHINOOK SALMON,124,32,41.47
Area 29,2021,5,Released,CHINOOK SALMON,124,439,236.24
Area 11,2021,6,Kept,CHINOOK SALMON,124,595,223.73
Area 11,2021,6,Released,CHINOOK SALMON,124,163,93.79
Area 111,2021,6,Kept,CHINOOK SALMON,124,1108,349.85
Area 111,2021,6,Released,CHINOOK SALMON,124,131,71.74
Area 12,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 12,2021,6,Released,CHINOOK SALMON,124,349,249.13
Area 121,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 121,2021,6,Released,CHINOOK SALMON,124,31,15.23
Area 123,2021,6,Kept,CHINOOK SALMON,124,6,3.79
Area 123,2021,6,Released,CHINOOK SALMON,124,31,14.53
Area 124,2021,6,Kept,CHINOOK SALMON,124,10,11.14
Area 124,2021,6,Released,CHINOOK SALMON,124,0,0.00
Area 125,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 125,2021,6,Released,CHINOOK SALMON,124,0,0.00
Area 127,2021,6,Kept,CHINOOK SALMON,124,16,27.65
Area 127,2021,6,Released,CHINOOK SALMON,124,16,27.65
Area 13,2021,6,Kept,CHINOOK SALMON,124,196,102.72
Area 13,2021,6,Released,CHINOOK SALMON,124,9685,1514.35
Area 14,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 14,2021,6,Released,CHINOOK SALMON,124,7978,3097.01
Area 15,2021,6,Kept,CHINOOK SALMON,124,170,78.63
Area 15,2021,6,Released,CHINOOK SALMON,124,543,335.80
Area 16,2021,6,Kept,CHINOOK SALMON,124,480,224.41
Area 16,2021,6,Released,CHINOOK SALMON,124,740,288.21
Area 17,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 17,2021,6,Released,CHINOOK SALMON,124,5462,1760.79
Area 18,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2021,6,Released,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,6,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,6,Released,CHINOOK SALMON,124,55,27.23
Area 20 (East),2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (East),2021,6,Released,CHINOOK SALMON,124,1364,362.61
Area 20 (West),2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2021,6,Released,CHINOOK SALMON,124,200,133.35
Area 23 (Alberni Canal),2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2021,6,Released,CHINOOK SALMON,124,12,12.90
Area 23 (Barkley),2021,6,Kept,CHINOOK SALMON,124,3301,303.19
Area 23 (Barkley),2021,6,Released,CHINOOK SALMON,124,13481,2356.85
Area 24,2021,6,Kept,CHINOOK SALMON,124,378,70.47
Area 24,2021,6,Released,CHINOOK SALMON,124,497,126.00
Area 25,2021,6,Kept,CHINOOK SALMON,124,1803,333.69
Area 25,2021,6,Released,CHINOOK SALMON,124,8988,2281.00
Area 27,2021,6,Kept,CHINOOK SALMON,124,484,225.02
Area 27,2021,6,Released,CHINOOK SALMON,124,288,150.44
Area 28,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 28,2021,6,Released,CHINOOK SALMON,124,345,190.61
Area 29,2021,6,Kept,CHINOOK SALMON,124,0,0.00
Area 29,2021,6,Released,CHINOOK SALMON,124,1171,742.59
Area 11,2021,7,Kept,CHINOOK SALMON,124,1257,391.58
Area 11,2021,7,Released,CHINOOK SALMON,124,594,365.47
Area 111,2021,7,Kept,CHINOOK SALMON,124,1309,336.23
Area 111,2021,7,Released,CHINOOK SALMON,124,258,85.76
Area 12,2021,7,Kept,CHINOOK SALMON,124,1223,163.75
Area 12,2021,7,Released,CHINOOK SALMON,124,6227,980.74
Area 121,2021,7,Kept,CHINOOK SALMON,124,754,174.00
Area 121,2021,7,Released,CHINOOK SALMON,124,13,14.00
Area 123,2021,7,Kept,CHINOOK SALMON,124,3147,730.82
Area 123,2021,7,Released,CHINOOK SALMON,124,4626,1851.28
Area 124,2021,7,Kept,CHINOOK SALMON,124,1531,259.58
Area 124,2021,7,Released,CHINOOK SALMON,124,473,138.00
Area 125,2021,7,Kept,CHINOOK SALMON,124,367,186.42
Area 125,2021,7,Released,CHINOOK SALMON,124,387,308.53
Area 127,2021,7,Kept,CHINOOK SALMON,124,50,27.70
Area 127,2021,7,Released,CHINOOK SALMON,124,69,25.14
Area 13,2021,7,Kept,CHINOOK SALMON,124,9356,938.89
Area 13,2021,7,Released,CHINOOK SALMON,124,24822,2462.13
Area 14,2021,7,Kept,CHINOOK SALMON,124,4042,584.88
Area 14,2021,7,Released,CHINOOK SALMON,124,12600,1777.00
Area 15,2021,7,Kept,CHINOOK SALMON,124,1991,441.68
Area 15,2021,7,Released,CHINOOK SALMON,124,5032,1523.10
Area 16,2021,7,Kept,CHINOOK SALMON,124,2509,613.01
Area 16,2021,7,Released,CHINOOK SALMON,124,4687,1109.51
Area 17,2021,7,Kept,CHINOOK SALMON,124,1337,315.46
Area 17,2021,7,Released,CHINOOK SALMON,124,8173,1502.53
Area 18,2021,7,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2021,7,Released,CHINOOK SALMON,124,8,8.12
Area 19 (GS),2021,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,7,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,7,Released,CHINOOK SALMON,124,271,115.98
Area 20 (East),2021,7,Kept,CHINOOK SALMON,124,296,116.26
Area 20 (East),2021,7,Released,CHINOOK SALMON,124,4926,831.90
Area 20 (West),2021,7,Kept,CHINOOK SALMON,124,1048,309.02
Area 20 (West),2021,7,Released,CHINOOK SALMON,124,1184,1104.37
Area 21,2021,7,Kept,CHINOOK SALMON,124,610,69.66
Area 21,2021,7,Released,CHINOOK SALMON,124,112,54.14
Area 23 (Alberni Canal),2021,7,Kept,CHINOOK SALMON,124,16,12.07
Area 23 (Alberni Canal),2021,7,Released,CHINOOK SALMON,124,10,9.78
Area 23 (Barkley),2021,7,Kept,CHINOOK SALMON,124,4763,435.98
Area 23 (Barkley),2021,7,Released,CHINOOK SALMON,124,20788,2588.45
Area 24,2021,7,Kept,CHINOOK SALMON,124,509,127.56
Area 24,2021,7,Released,CHINOOK SALMON,124,217,100.84
Area 25,2021,7,Kept,CHINOOK SALMON,124,3787,423.46
Area 25,2021,7,Released,CHINOOK SALMON,124,7317,976.60
Area 27,2021,7,Kept,CHINOOK SALMON,124,1372,117.45
Area 27,2021,7,Released,CHINOOK SALMON,124,2729,372.13
Area 28,2021,7,Kept,CHINOOK SALMON,124,9,9.09
Area 28,2021,7,Released,CHINOOK SALMON,124,86,60.86
Area 29,2021,7,Kept,CHINOOK SALMON,124,85,70.75
Area 29,2021,7,Released,CHINOOK SALMON,124,1017,354.85
Area 11,2021,8,Kept,CHINOOK SALMON,124,857,158.79
Area 11,2021,8,Released,CHINOOK SALMON,124,220,91.35
Area 111,2021,8,Kept,CHINOOK SALMON,124,779,331.94
Area 111,2021,8,Released,CHINOOK SALMON,124,144,82.23
Area 12,2021,8,Kept,CHINOOK SALMON,124,1262,158.21
Area 12,2021,8,Released,CHINOOK SALMON,124,3897,569.23
Area 121,2021,8,Kept,CHINOOK SALMON,124,80,38.90
Area 121,2021,8,Released,CHINOOK SALMON,124,44,30.46
Area 123,2021,8,Kept,CHINOOK SALMON,124,2556,430.71
Area 123,2021,8,Released,CHINOOK SALMON,124,3023,915.13
Area 124,2021,8,Kept,CHINOOK SALMON,124,328,73.95
Area 124,2021,8,Released,CHINOOK SALMON,124,39,31.71
Area 125,2021,8,Kept,CHINOOK SALMON,124,63,25.08
Area 125,2021,8,Released,CHINOOK SALMON,124,55,41.77
Area 127,2021,8,Kept,CHINOOK SALMON,124,56,23.07
Area 127,2021,8,Released,CHINOOK SALMON,124,5,0.00
Area 13,2021,8,Kept,CHINOOK SALMON,124,8060,928.69
Area 13,2021,8,Released,CHINOOK SALMON,124,24858,2813.10
Area 14,2021,8,Kept,CHINOOK SALMON,124,4252,599.83
Area 14,2021,8,Released,CHINOOK SALMON,124,13385,1681.63
Area 15,2021,8,Kept,CHINOOK SALMON,124,1002,229.94
Area 15,2021,8,Released,CHINOOK SALMON,124,4693,1291.41
Area 16,2021,8,Kept,CHINOOK SALMON,124,1384,423.30
Area 16,2021,8,Released,CHINOOK SALMON,124,2310,1509.52
Area 17,2021,8,Kept,CHINOOK SALMON,124,692,224.70
Area 17,2021,8,Released,CHINOOK SALMON,124,7827,1813.07
Area 18,2021,8,Kept,CHINOOK SALMON,124,281,51.68
Area 18,2021,8,Released,CHINOOK SALMON,124,263,85.46
Area 19 (GS),2021,8,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,8,Released,CHINOOK SALMON,124,1,0.86
Area 19 (JDF),2021,8,Kept,CHINOOK SALMON,124,603,129.76
Area 19 (JDF),2021,8,Released,CHINOOK SALMON,124,914,200.98
Area 20 (East),2021,8,Kept,CHINOOK SALMON,124,6450,880.56
Area 20 (East),2021,8,Released,CHINOOK SALMON,124,16859,3641.34
Area 20 (West),2021,8,Kept,CHINOOK SALMON,124,5074,539.64
Area 20 (West),2021,8,Released,CHINOOK SALMON,124,2082,383.37
Area 21,2021,8,Kept,CHINOOK SALMON,124,446,227.40
Area 21,2021,8,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2021,8,Kept,CHINOOK SALMON,124,7051,1136.98
Area 23 (Alberni Canal),2021,8,Released,CHINOOK SALMON,124,912,170.95
Area 23 (Barkley),2021,8,Kept,CHINOOK SALMON,124,15857,1057.85
Area 23 (Barkley),2021,8,Released,CHINOOK SALMON,124,19948,1797.43
Area 24,2021,8,Kept,CHINOOK SALMON,124,1417,271.61
Area 24,2021,8,Released,CHINOOK SALMON,124,568,160.48
Area 25,2021,8,Kept,CHINOOK SALMON,124,5204,735.51
Area 25,2021,8,Released,CHINOOK SALMON,124,8417,1211.47
Area 27,2021,8,Kept,CHINOOK SALMON,124,812,144.54
Area 27,2021,8,Released,CHINOOK SALMON,124,1495,322.29
Area 28,2021,8,Kept,CHINOOK SALMON,124,173,54.39
Area 28,2021,8,Released,CHINOOK SALMON,124,456,122.04
Area 29,2021,8,Kept,CHINOOK SALMON,124,192,79.53
Area 29,2021,8,Released,CHINOOK SALMON,124,1566,426.49
Area 121,2021,9,Kept,CHINOOK SALMON,124,4,4.66
Area 121,2021,9,Released,CHINOOK SALMON,124,0,0.00
Area 123,2021,9,Kept,CHINOOK SALMON,124,267,122.80
Area 123,2021,9,Released,CHINOOK SALMON,124,302,213.19
Area 124,2021,9,Kept,CHINOOK SALMON,124,108,52.76
Area 124,2021,9,Released,CHINOOK SALMON,124,18,14.39
Area 13,2021,9,Kept,CHINOOK SALMON,124,2244,576.66
Area 13,2021,9,Released,CHINOOK SALMON,124,4565,1352.20
Area 14,2021,9,Kept,CHINOOK SALMON,124,1113,279.58
Area 14,2021,9,Released,CHINOOK SALMON,124,5934,1989.64
Area 15,2021,9,Kept,CHINOOK SALMON,124,169,64.58
Area 15,2021,9,Released,CHINOOK SALMON,124,938,386.97
Area 16,2021,9,Kept,CHINOOK SALMON,124,168,86.29
Area 16,2021,9,Released,CHINOOK SALMON,124,824,358.38
Area 19 (GS),2021,9,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2021,9,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2021,9,Kept,CHINOOK SALMON,124,151,50.77
Area 19 (JDF),2021,9,Released,CHINOOK SALMON,124,605,161.03
Area 20 (East),2021,9,Kept,CHINOOK SALMON,124,1017,237.01
Area 20 (East),2021,9,Released,CHINOOK SALMON,124,2308,600.30
Area 20 (West),2021,9,Kept,CHINOOK SALMON,124,366,105.91
Area 20 (West),2021,9,Released,CHINOOK SALMON,124,254,107.68
Area 21,2021,9,Kept,CHINOOK SALMON,124,0,0.00
Area 21,2021,9,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2021,9,Kept,CHINOOK SALMON,124,131,66.15
Area 23 (Alberni Canal),2021,9,Released,CHINOOK SALMON,124,16,15.57
Area 23 (Barkley),2021,9,Kept,CHINOOK SALMON,124,2171,495.04
Area 23 (Barkley),2021,9,Released,CHINOOK SALMON,124,2621,924.61
Area 24,2021,9,Kept,CHINOOK SALMON,124,33,20.12
Area 24,2021,9,Released,CHINOOK SALMON,124,64,31.46
Area 28,2021,9,Kept,CHINOOK SALMON,124,926,378.35
Area 28,2021,9,Released,CHINOOK SALMON,124,1041,590.49
Area 29,2021,9,Kept,CHINOOK SALMON,124,353,216.13
Area 29,2021,9,Released,CHINOOK SALMON,124,3679,2683.76
